catalog_id,k,heuristic,ndcg5,ci_lo,ci_hi
phi_V20_EHIGH_z1.5_p0_s0,3,content_knn_5,0.134175,0.111471,0.156739
phi_V20_EHIGH_z1.5_p0_s0,3,last_item_nbhd,0.132127,0.110252,0.153650
phi_V20_EHIGH_z1.5_p0_s0,3,pop_scaled_content,0.329250,0.299650,0.361467
phi_V20_EHIGH_z1.5_p0_s0,3,co_purchase,0.060779,0.045807,0.076114
phi_V20_EHIGH_z1.5_p0_s0,3,lambda_hybrid_0.25,0.342181,0.308848,0.378475
phi_V20_EHIGH_z1.5_p0_s0,3,lambda_hybrid_0.5,0.312830,0.278891,0.344277
phi_V20_EHIGH_z1.5_p0_s0,3,lambda_hybrid_0.75,0.196610,0.170173,0.222302
phi_V20_EHIGH_z1.5_p0_s0,5,pop_global,0.288783,0.254584,0.322830
phi_V20_EHIGH_z1.5_p0_s0,5,recency_pop_0.1,0.271096,0.235770,0.303157
phi_V20_EHIGH_z1.5_p0_s0,5,recency_pop_0.5,0.276200,0.242181,0.311789
phi_V20_EHIGH_z1.5_p0_s0,5,recency_pop_1.0,0.276402,0.241891,0.309300
phi_V20_EHIGH_z1.5_p0_s0,5,pop_category,0.272459,0.239182,0.307607
phi_V20_EHIGH_z1.5_p0_s0,5,pop_price,0.254204,0.224366,0.284360
phi_V20_EHIGH_z1.5_p0_s0,5,content_knn_1,0.106935,0.087864,0.129374
phi_V20_EHIGH_z1.5_p0_s0,5,content_knn_3,0.105984,0.085519,0.126777
phi_V20_EHIGH_z1.5_p0_s0,5,content_knn_5,0.123459,0.100612,0.146317
phi_V20_EHIGH_z1.5_p0_s0,5,last_item_nbhd,0.095032,0.077547,0.115368
phi_V20_EHIGH_z1.5_p0_s0,5,pop_scaled_content,0.274587,0.241866,0.307318
phi_V20_EHIGH_z1.5_p0_s0,5,co_purchase,0.023785,0.014489,0.034774
phi_V20_EHIGH_z1.5_p0_s0,5,lambda_hybrid_0.25,0.266472,0.232546,0.303088
phi_V20_EHIGH_z1.5_p0_s0,5,lambda_hybrid_0.5,0.218871,0.189026,0.252155
phi_V20_EHIGH_z1.5_p0_s0,5,lambda_hybrid_0.75,0.147736,0.122257,0.173977
phi_V20_EHIGH_z1.5_p0_s0,8,pop_global,0.174835,0.141089,0.212903
phi_V20_EHIGH_z1.5_p0_s0,8,recency_pop_0.1,0.175846,0.140693,0.209424
phi_V20_EHIGH_z1.5_p0_s0,8,recency_pop_0.5,0.175490,0.139960,0.208296
phi_V20_EHIGH_z1.5_p0_s0,8,recency_pop_1.0,0.175471,0.140892,0.208204
phi_V20_EHIGH_z1.5_p0_s0,8,pop_category,0.163905,0.130957,0.200690
phi_V20_EHIGH_z1.5_p0_s0,8,pop_price,0.131123,0.103747,0.157525
phi_V20_EHIGH_z1.5_p0_s0,8,content_knn_1,0.058031,0.039001,0.077231
phi_V20_EHIGH_z1.5_p0_s0,8,content_knn_3,0.060786,0.042328,0.080641
phi_V20_EHIGH_z1.5_p0_s0,8,content_knn_5,0.067410,0.047962,0.089618
phi_V20_EHIGH_z1.5_p0_s0,8,last_item_nbhd,0.044163,0.029873,0.060542
phi_V20_EHIGH_z1.5_p0_s0,8,pop_scaled_content,0.166878,0.133888,0.200230
phi_V20_EHIGH_z1.5_p0_s0,8,co_purchase,0.004590,0.000000,0.011247
phi_V20_EHIGH_z1.5_p0_s0,8,lambda_hybrid_0.25,0.158274,0.125764,0.192894
phi_V20_EHIGH_z1.5_p0_s0,8,lambda_hybrid_0.5,0.105293,0.079919,0.133218
phi_V20_EHIGH_z1.5_p0_s0,8,lambda_hybrid_0.75,0.071570,0.051385,0.092323
phi_V20_EHIGH_z1.5_p0_s1,0,pop_global,0.304192,0.273667,0.332560
phi_V20_EHIGH_z1.5_p0_s1,0,recency_pop_0.1,0.154880,0.129724,0.181694
phi_V20_EHIGH_z1.5_p0_s1,0,recency_pop_0.5,0.154880,0.129922,0.179208
phi_V20_EHIGH_z1.5_p0_s1,0,recency_pop_1.0,0.159186,0.134493,0.187923
phi_V20_EHIGH_z1.5_p0_s1,0,pop_category,0.257835,0.226695,0.288964
phi_V20_EHIGH_z1.5_p0_s1,0,pop_price,0.306790,0.278765,0.335651
phi_V20_EHIGH_z1.5_p0_s1,0,lambda_hybrid_0.25,0.304192,0.274961,0.335222
phi_V20_EHIGH_z1.5_p0_s1,0,lambda_hybrid_0.5,0.304192,0.275651,0.334355
phi_V20_EHIGH_z1.5_p0_s1,0,lambda_hybrid_0.75,0.304192,0.277141,0.333066
phi_V20_EHIGH_z1.5_p0_s1,0,active_elic2,0.257835,0.227367,0.288532
phi_V20_EHIGH_z1.5_p0_s1,1,pop_global,0.259898,0.233275,0.286578
phi_V20_EHIGH_z1.5_p0_s1,1,recency_pop_0.1,0.144919,0.123365,0.167891
phi_V20_EHIGH_z1.5_p0_s1,1,recency_pop_0.5,0.148152,0.125253,0.171805
phi_V20_EHIGH_z1.5_p0_s1,1,recency_pop_1.0,0.161068,0.136616,0.184974
phi_V20_EHIGH_z1.5_p0_s1,1,pop_category,0.224831,0.195091,0.255655
phi_V20_EHIGH_z1.5_p0_s1,1,pop_price,0.268559,0.241082,0.300415
phi_V20_EHIGH_z1.5_p0_s1,1,content_knn_1,0.153681,0.130874,0.177486
phi_V20_EHIGH_z1.5_p0_s1,1,content_knn_3,0.149509,0.127302,0.172214
phi_V20_EHIGH_z1.5_p0_s1,1,content_knn_5,0.145182,0.123602,0.168368
phi_V20_EHIGH_z1.5_p0_s1,1,last_item_nbhd,0.151177,0.128250,0.174026
phi_V20_EHIGH_z1.5_p0_s1,1,pop_scaled_content,0.215596,0.188391,0.243541
phi_V20_EHIGH_z1.5_p0_s1,1,co_purchase,0.120926,0.102322,0.140777
phi_V20_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.25,0.235089,0.209838,0.262749
phi_V20_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.5,0.212487,0.185067,0.240625
phi_V20_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.75,0.181221,0.156706,0.206294
phi_V20_EHIGH_z1.5_p0_s1,2,pop_global,0.300838,0.270939,0.330819
phi_V20_EHIGH_z1.5_p0_s1,2,recency_pop_0.1,0.156206,0.132606,0.177750
phi_V20_EHIGH_z1.5_p0_s1,2,recency_pop_0.5,0.161694,0.137342,0.188007
phi_V20_EHIGH_z1.5_p0_s1,2,recency_pop_1.0,0.167026,0.141313,0.192585
phi_V20_EHIGH_z1.5_p0_s1,2,pop_category,0.251819,0.222224,0.282112
phi_V20_EHIGH_z1.5_p0_s1,2,pop_price,0.291276,0.262022,0.319259
phi_V20_EHIGH_z1.5_p0_s1,2,content_knn_1,0.165400,0.140964,0.188268
phi_V20_EHIGH_z1.5_p0_s1,2,content_knn_3,0.169788,0.145582,0.195086
phi_V20_EHIGH_z1.5_p0_s1,2,content_knn_5,0.192579,0.168530,0.215588
phi_V20_EHIGH_z1.5_p0_s1,2,last_item_nbhd,0.188935,0.164285,0.215631
phi_V20_EHIGH_z1.5_p0_s1,2,pop_scaled_content,0.267561,0.240223,0.296122
phi_V20_EHIGH_z1.5_p0_s1,2,co_purchase,0.092861,0.074739,0.111073
phi_V20_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.25,0.289559,0.261176,0.319474
phi_V20_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.5,0.262716,0.233472,0.291825
phi_V20_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.75,0.224856,0.197851,0.254153
phi_V20_EHIGH_z1.5_p0_s1,3,pop_global,0.291080,0.261301,0.320839
phi_V20_EHIGH_z1.5_p0_s1,3,recency_pop_0.1,0.208972,0.179793,0.236779
phi_V20_EHIGH_z1.5_p0_s1,3,recency_pop_0.5,0.217195,0.190015,0.247240
phi_V20_EHIGH_z1.5_p0_s1,3,recency_pop_1.0,0.218010,0.189602,0.248910
phi_V20_EHIGH_z1.5_p0_s1,3,pop_category,0.241036,0.212833,0.271330
phi_V20_EHIGH_z1.5_p0_s1,3,pop_price,0.279337,0.251456,0.307545
phi_V20_EHIGH_z1.5_p0_s1,3,content_knn_1,0.196830,0.172387,0.223093
phi_V20_EHIGH_z1.5_p0_s1,3,content_knn_3,0.199745,0.173318,0.226945
phi_V20_EHIGH_z1.5_p0_s1,3,content_knn_5,0.212536,0.185866,0.238987
phi_V20_EHIGH_z1.5_p0_s1,3,last_item_nbhd,0.195024,0.171593,0.223429
phi_V20_EHIGH_z1.5_p0_s1,3,pop_scaled_content,0.269289,0.241771,0.299266
phi_V20_EHIGH_z1.5_p0_s1,3,co_purchase,0.089607,0.072405,0.108952
phi_V20_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.25,0.279847,0.249672,0.309056
phi_V20_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.5,0.263949,0.236349,0.292614
phi_V20_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.75,0.250549,0.220532,0.278896
phi_V20_EHIGH_z1.5_p0_s1,5,pop_global,0.248366,0.218962,0.279159
phi_V20_EHIGH_z1.5_p0_s1,5,recency_pop_0.1,0.240208,0.210146,0.270413
phi_V20_EHIGH_z1.5_p0_s1,5,recency_pop_0.5,0.238837,0.209202,0.268268
phi_V20_EHIGH_z1.5_p0_s1,5,recency_pop_1.0,0.237533,0.206502,0.267091
phi_V20_EHIGH_z1.5_p0_s1,5,pop_category,0.218615,0.188849,0.248513
phi_V20_EHIGH_z1.5_p0_s1,5,pop_price,0.234047,0.204077,0.261830
phi_V20_EHIGH_z1.5_p0_s1,5,content_knn_1,0.205663,0.177945,0.234669
phi_V20_EHIGH_z1.5_p0_s1,5,content_knn_3,0.215072,0.185829,0.245010
phi_V20_EHIGH_z1.5_p0_s1,5,content_knn_5,0.210192,0.184455,0.239529
phi_V20_EHIGH_z1.5_p0_s1,5,last_item_nbhd,0.193351,0.168024,0.222006
phi_V20_EHIGH_z1.5_p0_s1,5,pop_scaled_content,0.246245,0.217979,0.274681
phi_V20_EHIGH_z1.5_p0_s1,5,co_purchase,0.072525,0.056262,0.089428
phi_V20_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.25,0.248095,0.217103,0.279566
phi_V20_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.5,0.242222,0.213332,0.270906
phi_V20_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.75,0.222506,0.193114,0.251513
phi_V20_EHIGH_z1.5_p0_s1,8,pop_global,0.236480,0.200296,0.270266
phi_V20_EHIGH_z1.5_p0_s1,8,recency_pop_0.1,0.236245,0.199474,0.273256
phi_V20_EHIGH_z1.5_p0_s1,8,recency_pop_0.5,0.240192,0.204092,0.277317
phi_V20_EHIGH_z1.5_p0_s1,8,recency_pop_1.0,0.237367,0.197993,0.274365
phi_V20_EHIGH_z1.5_p0_s1,8,pop_category,0.175034,0.143372,0.205962
phi_V20_EHIGH_z1.5_p0_s1,8,pop_price,0.209109,0.174363,0.244069
phi_V20_EHIGH_z1.5_p0_s1,8,content_knn_1,0.180880,0.148268,0.216362
phi_V20_EHIGH_z1.5_p0_s1,8,content_knn_3,0.181626,0.149937,0.215777
phi_V20_EHIGH_z1.5_p0_s1,8,content_knn_5,0.187346,0.154548,0.220747
phi_V20_EHIGH_z1.5_p0_s1,8,last_item_nbhd,0.169309,0.135883,0.200091
phi_V20_EHIGH_z1.5_p0_s1,8,pop_scaled_content,0.231571,0.195888,0.268362
phi_V20_EHIGH_z1.5_p0_s1,8,co_purchase,0.042651,0.026708,0.060971
phi_V20_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.25,0.234299,0.199099,0.270868
phi_V20_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.5,0.225255,0.189519,0.260582
phi_V20_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.75,0.209965,0.176345,0.244971
phi_V20_EHIGH_z1.5_p1_s0,0,pop_global,0.240739,0.213903,0.268517
phi_V20_EHIGH_z1.5_p1_s0,0,recency_pop_0.1,0.145520,0.125754,0.166602
phi_V20_EHIGH_z1.5_p1_s0,0,recency_pop_0.5,0.145251,0.124490,0.166943
phi_V20_EHIGH_z1.5_p1_s0,0,recency_pop_1.0,0.145906,0.127238,0.167176
phi_V20_EHIGH_z1.5_p1_s0,0,pop_category,0.193378,0.166727,0.220525
phi_V20_EHIGH_z1.5_p1_s0,0,pop_price,0.239447,0.214155,0.267432
phi_V20_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.25,0.240739,0.215461,0.268821
phi_V20_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.5,0.240739,0.214711,0.266844
phi_V20_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.75,0.240739,0.214205,0.266999
phi_V20_EHIGH_z1.5_p1_s0,0,active_elic2,0.193378,0.167872,0.219323
phi_V20_EHIGH_z1.5_p1_s0,1,pop_global,0.290523,0.258615,0.318730
phi_V20_EHIGH_z1.5_p1_s0,1,recency_pop_0.1,0.189237,0.165186,0.216642
phi_V20_EHIGH_z1.5_p1_s0,1,recency_pop_0.5,0.200741,0.174215,0.227619
phi_V20_EHIGH_z1.5_p1_s0,1,recency_pop_1.0,0.201613,0.176330,0.225671
phi_V20_EHIGH_z1.5_p1_s0,1,pop_category,0.253357,0.224419,0.283764
phi_V20_EHIGH_z1.5_p1_s0,1,pop_price,0.282961,0.254383,0.313124
phi_V20_EHIGH_z1.5_p1_s0,1,content_knn_1,0.133743,0.113451,0.154591
phi_V20_EHIGH_z1.5_p1_s0,1,content_knn_3,0.121521,0.100095,0.141697
phi_V20_EHIGH_z1.5_p1_s0,1,content_knn_5,0.138619,0.117958,0.161179
phi_V20_EHIGH_z1.5_p1_s0,1,last_item_nbhd,0.135071,0.116015,0.155664
phi_V20_EHIGH_z1.5_p1_s0,1,pop_scaled_content,0.229551,0.203909,0.258448
phi_V20_EHIGH_z1.5_p1_s0,1,co_purchase,0.133517,0.113469,0.153050
phi_V20_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.25,0.266981,0.237890,0.296538
phi_V20_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.5,0.254291,0.224374,0.285571
phi_V20_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.75,0.187644,0.164000,0.212990
phi_V20_EHIGH_z1.5_p1_s0,2,pop_global,0.342750,0.312000,0.375021
phi_V20_EHIGH_z1.5_p1_s0,2,recency_pop_0.1,0.253174,0.224522,0.284999
phi_V20_EHIGH_z1.5_p1_s0,2,recency_pop_0.5,0.277668,0.248767,0.309825
phi_V20_EHIGH_z1.5_p1_s0,2,recency_pop_1.0,0.280744,0.248303,0.311765
phi_V20_EHIGH_z1.5_p1_s0,2,pop_category,0.320554,0.288258,0.352883
phi_V20_EHIGH_z1.5_p1_s0,2,pop_price,0.338547,0.306508,0.369765
phi_V20_EHIGH_z1.5_p1_s0,2,content_knn_1,0.136913,0.118423,0.159346
phi_V20_EHIGH_z1.5_p1_s0,2,content_knn_3,0.126626,0.108624,0.147237
phi_V20_EHIGH_z1.5_p1_s0,2,content_knn_5,0.142418,0.120748,0.165068
phi_V20_EHIGH_z1.5_p1_s0,2,last_item_nbhd,0.121638,0.101943,0.142897
phi_V20_EHIGH_z1.5_p1_s0,2,pop_scaled_content,0.302268,0.271099,0.332645
phi_V20_EHIGH_z1.5_p1_s0,2,co_purchase,0.101450,0.083129,0.122646
phi_V20_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.25,0.325920,0.291064,0.358184
phi_V20_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.5,0.291616,0.260797,0.324510
phi_V20_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.75,0.185767,0.161189,0.211245
phi_V20_EHIGH_z1.5_p1_s0,3,pop_global,0.315136,0.282884,0.346993
phi_V20_EHIGH_z1.5_p1_s0,3,recency_pop_0.1,0.262412,0.230564,0.290012
phi_V20_EHIGH_z1.5_p1_s0,3,recency_pop_0.5,0.273117,0.243560,0.306535
phi_V20_EHIGH_z1.5_p1_s0,3,recency_pop_1.0,0.272494,0.239800,0.304611
phi_V20_EHIGH_z1.5_p1_s0,3,pop_category,0.297510,0.265782,0.327973
phi_V20_EHIGH_z1.5_p1_s0,3,pop_price,0.313406,0.281136,0.346522
phi_V20_EHIGH_z1.5_p1_s0,3,content_knn_1,0.132688,0.112582,0.153772
phi_V20_EHIGH_z1.5_p1_s0,3,content_knn_3,0.132505,0.111728,0.153629
phi_V20_EHIGH_z1.5_p1_s0,3,content_knn_5,0.141317,0.120973,0.164271
phi_V20_EHIGH_z1.5_p1_s0,3,last_item_nbhd,0.129796,0.109363,0.151893
phi_V20_EHIGH_z1.5_p1_s0,3,pop_scaled_content,0.285106,0.257761,0.314262
phi_V20_EHIGH_z1.5_p1_s0,3,co_purchase,0.068336,0.053491,0.084640
phi_V20_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.25,0.297167,0.268107,0.330279
phi_V20_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.5,0.265005,0.236542,0.295003
phi_V20_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.75,0.174071,0.150310,0.196910
phi_V20_EHIGH_z1.5_p1_s0,5,pop_global,0.275193,0.241935,0.307592
phi_V20_EHIGH_z1.5_p1_s0,5,recency_pop_0.1,0.254166,0.223619,0.284939
phi_V20_EHIGH_z1.5_p1_s0,5,recency_pop_0.5,0.258928,0.226170,0.293072
phi_V20_EHIGH_z1.5_p1_s0,5,recency_pop_1.0,0.257267,0.224708,0.289131
phi_V20_EHIGH_z1.5_p1_s0,5,pop_category,0.252121,0.221263,0.287650
phi_V20_EHIGH_z1.5_p1_s0,5,pop_price,0.263556,0.231858,0.297913
phi_V20_EHIGH_z1.5_p1_s0,5,content_knn_1,0.099955,0.080350,0.121173
phi_V20_EHIGH_z1.5_p1_s0,5,content_knn_3,0.096416,0.076438,0.117233
phi_V20_EHIGH_z1.5_p1_s0,5,content_knn_5,0.110328,0.088614,0.131585
phi_V20_EHIGH_z1.5_p1_s0,5,last_item_nbhd,0.100189,0.081541,0.120117
phi_V20_EHIGH_z1.5_p1_s0,5,pop_scaled_content,0.266682,0.235277,0.299909
phi_V20_EHIGH_z1.5_p1_s0,5,co_purchase,0.031382,0.021222,0.042591
phi_V20_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.25,0.257468,0.224532,0.292541
phi_V20_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.5,0.222598,0.193703,0.254441
phi_V20_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.75,0.146574,0.122053,0.170341
phi_V20_EHIGH_z1.5_p1_s0,8,pop_global,0.174382,0.140371,0.208303
phi_V20_EHIGH_z1.5_p1_s0,8,recency_pop_0.1,0.173767,0.138218,0.208303
phi_V20_EHIGH_z1.5_p1_s0,8,recency_pop_0.5,0.175526,0.142142,0.210381
phi_V20_EHIGH_z1.5_p1_s0,8,recency_pop_1.0,0.173331,0.140456,0.209572
phi_V20_EHIGH_z1.5_p1_s0,8,pop_category,0.157923,0.125525,0.193786
phi_V20_EHIGH_z1.5_p1_s0,8,pop_price,0.170069,0.136991,0.205769
phi_V20_EHIGH_z1.5_p1_s0,8,content_knn_1,0.063514,0.043808,0.082140
phi_V20_EHIGH_z1.5_p1_s0,8,content_knn_3,0.051738,0.035107,0.070068
phi_V20_EHIGH_z1.5_p1_s0,8,content_knn_5,0.060566,0.042943,0.080065
phi_V20_EHIGH_z1.5_p1_s0,8,last_item_nbhd,0.049023,0.033013,0.065627
phi_V20_EHIGH_z1.5_p1_s0,8,pop_scaled_content,0.158285,0.127155,0.191093
phi_V20_EHIGH_z1.5_p1_s0,8,co_purchase,0.010848,0.004193,0.019520
phi_V20_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.25,0.158214,0.127050,0.192102
phi_V20_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.5,0.115152,0.089248,0.142043
phi_V20_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.75,0.071940,0.052902,0.093279
phi_V20_EHIGH_z1.5_p1_s1,0,pop_global,0.290130,0.261781,0.319470
phi_V20_EHIGH_z1.5_p1_s1,0,recency_pop_0.1,0.167838,0.143188,0.193725
phi_V20_EHIGH_z1.5_p1_s1,0,recency_pop_0.5,0.171310,0.145918,0.197184
phi_V20_EHIGH_z1.5_p1_s1,0,recency_pop_1.0,0.171310,0.145936,0.198594
phi_V20_EHIGH_z1.5_p1_s1,0,pop_category,0.267306,0.237498,0.298680
phi_V20_EHIGH_z1.5_p1_s1,0,pop_price,0.293560,0.262695,0.324130
phi_V20_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.25,0.290130,0.258921,0.321429
phi_V20_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.5,0.290130,0.260384,0.319663
phi_V20_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.75,0.290130,0.262080,0.318575
phi_V20_EHIGH_z1.5_p1_s1,0,active_elic2,0.267306,0.238252,0.297477
phi_V20_EHIGH_z1.5_p1_s1,1,pop_global,0.256265,0.229049,0.286510
phi_V20_EHIGH_z1.5_p1_s1,1,recency_pop_0.1,0.150321,0.130653,0.172471
phi_V20_EHIGH_z1.5_p1_s1,1,recency_pop_0.5,0.167404,0.141660,0.194282
phi_V20_EHIGH_z1.5_p1_s1,1,recency_pop_1.0,0.168122,0.143096,0.195243
phi_V20_EHIGH_z1.5_p1_s1,1,pop_category,0.233105,0.204930,0.263705
phi_V20_EHIGH_z1.5_p1_s1,1,pop_price,0.254802,0.226773,0.285357
phi_V20_EHIGH_z1.5_p1_s1,1,content_knn_1,0.128746,0.109355,0.149042
phi_V20_EHIGH_z1.5_p1_s1,1,content_knn_3,0.127513,0.108226,0.147105
phi_V20_EHIGH_z1.5_p1_s1,1,content_knn_5,0.134042,0.112733,0.155855
phi_V20_EHIGH_z1.5_p1_s1,1,last_item_nbhd,0.137459,0.116181,0.158507
phi_V20_EHIGH_z1.5_p1_s1,1,pop_scaled_content,0.202314,0.176352,0.226233
phi_V20_EHIGH_z1.5_p1_s1,1,co_purchase,0.133709,0.113549,0.157648
phi_V20_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.25,0.235164,0.207935,0.266816
phi_V20_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.5,0.213735,0.185464,0.245599
phi_V20_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.75,0.162128,0.139752,0.185603
phi_V20_EHIGH_z1.5_p1_s1,2,pop_global,0.264322,0.234467,0.292733
phi_V20_EHIGH_z1.5_p1_s1,2,recency_pop_0.1,0.142454,0.119067,0.165043
phi_V20_EHIGH_z1.5_p1_s1,2,recency_pop_0.5,0.143769,0.120539,0.168868
phi_V20_EHIGH_z1.5_p1_s1,2,recency_pop_1.0,0.147783,0.126956,0.171476
phi_V20_EHIGH_z1.5_p1_s1,2,pop_category,0.215212,0.186544,0.242923
phi_V20_EHIGH_z1.5_p1_s1,2,pop_price,0.252619,0.225566,0.280246
phi_V20_EHIGH_z1.5_p1_s1,2,content_knn_1,0.154509,0.132702,0.179715
phi_V20_EHIGH_z1.5_p1_s1,2,content_knn_3,0.157763,0.135590,0.183361
phi_V20_EHIGH_z1.5_p1_s1,2,content_knn_5,0.174991,0.150895,0.198190
phi_V20_EHIGH_z1.5_p1_s1,2,last_item_nbhd,0.162069,0.137423,0.185623
phi_V20_EHIGH_z1.5_p1_s1,2,pop_scaled_content,0.235123,0.208464,0.264090
phi_V20_EHIGH_z1.5_p1_s1,2,co_purchase,0.112243,0.093906,0.131786
phi_V20_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.25,0.256865,0.231099,0.285505
phi_V20_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.5,0.234888,0.205782,0.263431
phi_V20_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.75,0.199963,0.175703,0.226446
phi_V20_EHIGH_z1.5_p1_s1,3,pop_global,0.292759,0.265830,0.322143
phi_V20_EHIGH_z1.5_p1_s1,3,recency_pop_0.1,0.195790,0.167625,0.223287
phi_V20_EHIGH_z1.5_p1_s1,3,recency_pop_0.5,0.202114,0.175141,0.230076
phi_V20_EHIGH_z1.5_p1_s1,3,recency_pop_1.0,0.207075,0.179146,0.234260
phi_V20_EHIGH_z1.5_p1_s1,3,pop_category,0.234280,0.205920,0.264778
phi_V20_EHIGH_z1.5_p1_s1,3,pop_price,0.280697,0.251118,0.308065
phi_V20_EHIGH_z1.5_p1_s1,3,content_knn_1,0.189832,0.164433,0.213969
phi_V20_EHIGH_z1.5_p1_s1,3,content_knn_3,0.197955,0.171791,0.225599
phi_V20_EHIGH_z1.5_p1_s1,3,content_knn_5,0.207623,0.182135,0.236102
phi_V20_EHIGH_z1.5_p1_s1,3,last_item_nbhd,0.191097,0.166925,0.216876
phi_V20_EHIGH_z1.5_p1_s1,3,pop_scaled_content,0.269213,0.239153,0.299710
phi_V20_EHIGH_z1.5_p1_s1,3,co_purchase,0.117012,0.096753,0.136774
phi_V20_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.25,0.290502,0.260005,0.319548
phi_V20_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.5,0.267683,0.240946,0.297642
phi_V20_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.75,0.245234,0.217846,0.276557
phi_V20_EHIGH_z1.5_p1_s1,5,pop_global,0.208288,0.182904,0.235120
phi_V20_EHIGH_z1.5_p1_s1,5,recency_pop_0.1,0.203858,0.173701,0.231974
phi_V20_EHIGH_z1.5_p1_s1,5,recency_pop_0.5,0.204029,0.175968,0.231951
phi_V20_EHIGH_z1.5_p1_s1,5,recency_pop_1.0,0.206655,0.178466,0.235105
phi_V20_EHIGH_z1.5_p1_s1,5,pop_category,0.184671,0.158425,0.211186
phi_V20_EHIGH_z1.5_p1_s1,5,pop_price,0.208546,0.181178,0.236381
phi_V20_EHIGH_z1.5_p1_s1,5,content_knn_1,0.165232,0.140146,0.190959
phi_V20_EHIGH_z1.5_p1_s1,5,content_knn_3,0.158402,0.134570,0.183860
phi_V20_EHIGH_z1.5_p1_s1,5,content_knn_5,0.161186,0.137636,0.184624
phi_V20_EHIGH_z1.5_p1_s1,5,last_item_nbhd,0.167499,0.142094,0.193847
phi_V20_EHIGH_z1.5_p1_s1,5,pop_scaled_content,0.202273,0.175141,0.230023
phi_V20_EHIGH_z1.5_p1_s1,5,co_purchase,0.096619,0.078391,0.115980
phi_V20_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.25,0.206963,0.179271,0.235737
phi_V20_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.5,0.192195,0.164313,0.221068
phi_V20_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.75,0.187355,0.159662,0.214406
phi_V20_EHIGH_z1.5_p1_s1,8,pop_global,0.222139,0.187539,0.256435
phi_V20_EHIGH_z1.5_p1_s1,8,recency_pop_0.1,0.218379,0.184927,0.254514
phi_V20_EHIGH_z1.5_p1_s1,8,recency_pop_0.5,0.214611,0.180166,0.251240
phi_V20_EHIGH_z1.5_p1_s1,8,recency_pop_1.0,0.214795,0.179271,0.250177
phi_V20_EHIGH_z1.5_p1_s1,8,pop_category,0.164448,0.133999,0.197493
phi_V20_EHIGH_z1.5_p1_s1,8,pop_price,0.200925,0.167838,0.235683
phi_V20_EHIGH_z1.5_p1_s1,8,content_knn_1,0.173549,0.143964,0.205305
phi_V20_EHIGH_z1.5_p1_s1,8,content_knn_3,0.166525,0.136142,0.196592
phi_V20_EHIGH_z1.5_p1_s1,8,content_knn_5,0.170878,0.143333,0.201160
phi_V20_EHIGH_z1.5_p1_s1,8,last_item_nbhd,0.167428,0.137879,0.198138
